(64, 127.5, 2.5, 0.25, [58, 60, 64, 74])
(64, 127.75, 2.75, 0.25, [-58, -60, -64, 75])
(65, 128, 1, 0.25, [43, 55, 76])
(65, 128.25, 1.25, 0.25, [-43, -55, 79, 82, 84, 86])
(65, 128.5, 1.5, 0.25, [58, 60, 64, -79, -82, -84, -86])
(65, 128.75, 1.75, 0.25, [-58, -60, -64, 81, 82, 84])
(65, 129, 2, 0.25, [48, 60, -81, -82, -84])
(65, 129.25, 2.25, 0.25, [-48, -60, 79])
(65, 129.5, 2.5, 0.25, [46, 58, 74])
(65, 129.75, 2.75, 0.25, [-46, -58, 76])
(66, 130, 1, 0.25, [45, 57, 77])
(66, 130.25, 1.25, 0.25, [-45, -57, 81, 84, 86])
(66, 130.5, 1.5, 0.25, [57, 60, 65, 74])
(66, 130.75, 1.75, 0.25, [-57, -60, -65, 76])
(66, 131, 2, 0.25, [36, 48, 77])
(66, 131.25, 2.25, 0.25, [-36, -48, 81, 84, 86])
(66, 131.5, 2.5, 0.25, [57, 60, 65, 74])
(66, 131.75, 2.75, 0.25, [-57, -60, -65, 76])
(67, 132, 1, 0.25, [41, 53, 77])
(67, 132.25, 1.25, 0.25, [-41, -53, 79, 81, 84])
(67, 132.5, 1.5, 0.25, [57, 60, 65, -79, -81, -84])
(67, 132.75, 1.75, 0.25, [-57, -60, -65, 79, 81, 84])
(67, 133, 2, 0.25, [48, 60, -79, -81, -84])
(67, 133.25, 2.25, 0.25, [-48, -60, 77])
(67, 133.5, 2.5, 0.25, [57, 60, 65, 76])
(67, 133.75, 2.75, 0.25, [-57, -60, -65, 77])
(68, 134, 1, 0.25, [45, 57, 78])
(68, 134.25, 1.25, 0.25, [-45, -57, 81, 84, 87])
(68, 134.5, 1.5, 0.25, [54, 60, 62, 76])
(68, 134.75, 1.75, 0.25, [-54, -60, -62, 77])
(68, 135, 2, 0.25, [50, 62, 78])
(68, 135.25, 2.25, 0.25, [-50, -62, 81, 84, 87])
(68, 135.5, 2.5, 0.25, [48, 60, 76])
(68, 135.75, 2.75, 0.25, [-48, -60, 78, 81, 86])
(69, 136, 1, 0.25, [46, 58, 79, 82, 86])
(69, 136.25, 1.25, 0.25, [-46, -58, 81, 82, 86])
(69, 136.5, 1.5, 0.25, [55, 58, 62, -81, -82, -86])
(69, 136.75, 1.75, 0.25, [-55, -58, -62, 81, 82, 86])
(69, 137, 2, 0.25, [50, 62, -81, -82, -86])
(69, 137.25, 2.25, 0.25, [-50, -62, 79, 82, 86])
(69, 137.5, 2.5, 0.5, [49, 61, 80, 83, 89])
(70, 138, 1, 0.25, [48, 60, 84, 89, 81])
(70, 138.25, 1.25, 0.25, [-48, -60, 86, -81])
(70, 138.5, 1.5, 0.25, [57, 60, 65, 84, -81])
(70, 138.75, 1.75, 0.25, [-57, -60, -65, 81, -81])
(70, 139, 2, 0.25, [36, 48, 81, 72, 76])
(70, 139.25, 2.25, 0.25, [-36, -48, 79, 70, 76])
(70, 139.5, 2.5, 0.25, [58, 60, 64, -79, -70, -76])
(70, 139.75, 2.75, 0.25, [-58, -60, -64, 88, -70, -76])
(71, 140, 1, 0.5, [41, 53, 69, 72, 77])
(71, 140.5, 1.5, 0.25, [45, -69, -72, -77])
(71, 140.75, 1.75, 0.25, [48, -69, -72, -77])
(71, 141, 2, 0.5, [41, 53, -69, -72, -77])
(71, 141.5, 2.5, 0.25, [42, 54, 74])
(71, 141.75, 2.75, 0.25, [-42, -54, 75])
(72, 142, 1, 0.5, [41, 53, 69, 72, 77])
(72, 142.5, 1.5, 0.5, [48, -69, -72, -77])
(72, 143, 2, 0.5, [41, 77, 81, 84])
(72, 143.5, 2.5, 0.5, [0, 0])
